"DrugName","DrugID_ChEMBL","DrugSMILES","TargetID_Entrez","TargetGeneSymbol_Entrez"
"diphenylpyraline","CHEMBL1492","CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1",3269,"HRH1"
"dipivefrine","CHEMBL1201262","CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1",151,"ADRA2B"
"dipivefrine","CHEMBL1201262","CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1",152,"ADRA2C"
"dipivefrine","CHEMBL1201262","CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1",150,"ADRA2A"
"diprophylline","CHEMBL1752","CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O",5139,"PDE3A"
"diprophylline","CHEMBL1752","CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O",5142,"PDE4B"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5149,"PDE6H"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5148,"PDE6G"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5136,"PDE1A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",8654,"PDE5A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",27115,"PDE7B"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",8622,"PDE8B"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",50940,"PDE11A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5141,"PDE4A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5158,"PDE6B"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5150,"PDE7A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5151,"PDE8A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5137,"PDE1C"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5139,"PDE3A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5140,"PDE3B"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5145,"PDE6A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5146,"PDE6C"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5147,"PDE6D"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",10846,"PDE10A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5138,"PDE2A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5153,"PDE1B"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",58497,"PRUNE1"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",2030,"SLC29A1"
"diquafosol","CHEMBL1767408","O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O)N1C=CC(=O)NC1=O",5029,"P2RY2"
"disopyramide","CHEMBL517","CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C",6331,"SCN5A"
"distigmine","CHEMBL1199307","CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1",43,"ACHE"
"disulfiram","CHEMBL964","CCN(CC)C(=S)SSC(=S)N(CC)CC",217,"ALDH2"
"dobutamine","CHEMBL926","CC(CCC1=CC=C(O)C=C1)NCCC1=CC=C(O)C(O)=C1",153,"ADRB1"
"dobutamine","CHEMBL926","CC(CCC1=CC=C(O)C=C1)NCCC1=CC=C(O)C(O)=C1",154,"ADRB2"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",347733,"TUBB2B"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",84617,"TUBB6"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",347688,"TUBB8"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",10381,"TUBB3"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",10383,"TUBB4B"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",7280,"TUBB2A"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",81027,"TUBB1"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",203068,"TUBB"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",10382,"TUBB4A"
"dofetilide","CHEMBL473","CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1",3757,"KCNH2"
"dolasetron","CHEMBL2368924","[H][C@]12C[C@@H](C[C@]3([H])CC(C1)C(=O)CN23)OC(=O)C1=CNC2=C1C=CC=C2",3359,"HTR3A"
"domperidone","CHEMBL219916","ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2",1813,"DRD2"
"donepezil","CHEMBL502","COC1=CC2=C(C=C1OC)C(=O)C(CC1CCN(CC3=CC=CC=C3)CC1)C2",43,"ACHE"
"dopamine","CHEMBL59","NCCC1=CC(O)=C(O)C=C1",153,"ADRB1"
"dorzolamide","CHEMBL218490","CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O",760,"CA2"
"dosulepin","CHEMBL108947","CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12",6530,"SLC6A2"
"dosulepin","CHEMBL108947","CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12",6532,"SLC6A4"
"doxacurium","CHEMBL1237123","[H]C1(CC2=CC(OC)=C(OC)C(OC)=C2)C2=C(OC)C(OC)=C(OC)C=C2CC[N+]1(C)CCCOC(=O)CCC(=O)OCCC[N+]1(C)CCC2=CC(OC)=C(OC)C(OC)=C2C1([H])CC1=CC(OC)=C(OC)C(OC)=C1",1144,"CHRND"
"doxacurium","CHEMBL1237123","[H]C1(CC2=CC(OC)=C(OC)C(OC)=C2)C2=C(OC)C(OC)=C(OC)C=C2CC[N+]1(C)CCCOC(=O)CCC(=O)OCCC[N+]1(C)CCC2=CC(OC)=C(OC)C(OC)=C2C1([H])CC1=CC(OC)=C(OC)C(OC)=C1",1134,"CHRNA1"
"doxacurium","CHEMBL1237123","[H]C1(CC2=CC(OC)=C(OC)C(OC)=C2)C2=C(OC)C(OC)=C(OC)C=C2CC[N+]1(C)CCCOC(=O)CCC(=O)OCCC[N+]1(C)CCC2=CC(OC)=C(OC)C(OC)=C2C1([H])CC1=CC(OC)=C(OC)C(OC)=C1",1140,"CHRNB1"
"doxapram","CHEMBL1754","CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1",3777,"KCNK3"
"doxapram","CHEMBL1754","CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1",51305,"KCNK9"
"doxazosin","CHEMBL707","[H]C1(COC2=C(O1)C=CC=C2)C(=O)N1CCN(CC1)C1=NC2=CC(OC)=C(OC)C=C2C(N)=N1",148,"ADRA1A"
"doxazosin","CHEMBL707","[H]C1(COC2=C(O1)C=CC=C2)C(=O)N1CCN(CC1)C1=NC2=CC(OC)=C(OC)C=C2C(N)=N1",147,"ADRA1B"
"doxazosin","CHEMBL707","[H]C1(COC2=C(O1)C=CC=C2)C(=O)N1CCN(CC1)C1=NC2=CC(OC)=C(OC)C=C2C(N)=N1",146,"ADRA1D"
"doxepin","CHEMBL101740","CN(C)CCC=C1C2=CC=CC=C2COC2=C1C=CC=C2",3269,"HRH1"
"doxepin","CHEMBL101740","CN(C)CCC=C1C2=CC=CC=C2COC2=C1C=CC=C2",6530,"SLC6A2"
"doxercalciferol","CHEMBL1200810","[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C",7421,"VDR"
"doxorubicin","CHEMBL53463","[H][C@@]1(C[C@H](N)[C@H](O)[C@H](C)O1)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)CO",7153,"TOP2A"
"doxylamine","CHEMBL1004","CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1",3269,"HRH1"
"dronabinol","CHEMBL465","[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21",8001,"GLRA3"
"dronabinol","CHEMBL465","[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21",1269,"CNR2"
"dronabinol","CHEMBL465","[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21",1268,"CNR1"
"dronabinol","CHEMBL465","[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21",2742,"GLRA2"
"dronedarone","CHEMBL184412","CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2",610,"HCN2"
"dronedarone","CHEMBL184412","CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2",57657,"HCN3"
"dronedarone","CHEMBL184412","CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2",10021,"HCN4"
"dronedarone","CHEMBL184412","CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2",348980,"HCN1"
"droperidol","CHEMBL1108","FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=C1C=CC=C2",3356,"HTR2A"
"droperidol","CHEMBL1108","FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=C1C=CC=C2",1813,"DRD2"
"drospirenone","CHEMBL1509","[H][C@@]12[C@@H]3C[C@@H]3[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H]2C[C@H]2C2=CC(=O)CC[C@]12C",4306,"NR3C2"
"drospirenone","CHEMBL1509","[H][C@@]12[C@@H]3C[C@@H]3[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H]2C[C@H]2C2=CC(=O)CC[C@]12C",5241,"PGR"
"drostanolone propionate","CHEMBL1201048","[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C",367,"AR"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",148,"ADRA1A"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",147,"ADRA1B"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",155,"ADRB3"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",151,"ADRA2B"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",152,"ADRA2C"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",146,"ADRA1D"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",153,"ADRB1"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",154,"ADRB2"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",150,"ADRA2A"
"dulaglutide","CHEMBL2108027","",2740,"GLP1R"
"duloxetine","CHEMBL1175","CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C1=CC=CS1",6530,"SLC6A2"
"duloxetine","CHEMBL1175","CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C1=CC=CS1",6532,"SLC6A4"
"dupilumab","CHEMBL2108675","",3566,"IL4R"
"dutasteride","CHEMBL1200969","[H][C@@]12CC[C@H](C(=O)NC3=C(C=CC(=C3)C(F)(F)F)C(F)(F)F)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C",6716,"SRD5A2"
"dutasteride","CHEMBL1200969","[H][C@@]12CC[C@H](C(=O)NC3=C(C=CC(=C3)C(F)(F)F)C(F)(F)F)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C",6715,"SRD5A1"
"dyclonine","CHEMBL1200478","CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1",6336,"SCN10A"
"dydrogesterone","CHEMBL1200853","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C",5241,"PGR"
"ebastine","CHEMBL305660","CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1",3269,"HRH1"
"ebrotidine","CHEMBL1742471","NC(=N)NC1=NC(CSCCN\C=N\S(=O)(=O)C2=CC=C(Br)C=C2)=CS1",3274,"HRH2"
"ecallantide","CHEMBL1201837","[H]N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CC4=CNC5=C4C=CC=C5)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC4=CNC=N4)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](CC4=CC=C(O)C=C4)NC(=O)[C@@H](NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC3=O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N2)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](C)NC1=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O",3818,"KLKB1"
"echothiophate","CHEMBL1200367","CCOP(=O)(OCC)SCC[N+](C)(C)C",43,"ACHE"
"econazole","CHEMBL808","ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1",1595,"CYP51A1"
"eculizumab","CHEMBL1201828","",727,"C5"
"edatrexate","CHEMBL296373","CCC(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O",1719,"DHFR"
"edoxaban","CHEMBL1269025","CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=CC=C(Cl)C=N2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1",2159,"F10"
"edrophonium","CHEMBL1104","CC[N+](C)(C)C1=CC=CC(O)=C1",43,"ACHE"
"efalizumab","CHEMBL1201575","",3683,"ITGAL"
"eflornithine","CHEMBL830","NCCCC(N)(C(F)F)C(O)=O",4953,"ODC1"
"efonidipine","CHEMBL2074922","CC1=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1",775,"CACNA1C"
"efonidipine","CHEMBL2074922","CC1=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1",776,"CACNA1D"
"eldecalcitol","","[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)[C@@]([H])(OCCCO)[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O",7421,"VDR"
"eledoisin","CHEMBL373569","CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O",6870,"TACR3"
"eletriptan","CHEMBL1510","CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2",3352,"HTR1D"
"eletriptan","CHEMBL1510","CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2",3354,"HTR1E"
"eletriptan","CHEMBL1510","CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2",3355,"HTR1F"
"eletriptan","CHEMBL1510","CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2",3351,"HTR1B"
"eliglustat","CHEMBL2103853","CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1",7357,"UGCG"
"elotuzumab","CHEMBL1743010","",57823,"SLAMF7"
"eltrombopag","CHEMBL461101","CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC(=CC=C2)C(O)=O)=C1O)C1=CC(C)=C(C)C=C1",4352,"MPL"
"eluxadoline","CHEMBL2159122","COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O",4985,"OPRD1"
"eluxadoline","CHEMBL2159122","COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O",4988,"OPRM1"
"emedastine","CHEMBL594","CCOCCN1C(=NC2=C1C=CC=C2)N1CCCN(C)CC1",3269,"HRH1"
"empagliflozin","CHEMBL2107830","OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1",6524,"SLC5A2"
"enalapril","CHEMBL578","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O",1636,"ACE"
"enalaprilat","CHEMBL577","C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O",1636,"ACE"
"enflurane","CHEMBL1257","FC(F)OC(F)(F)C(F)Cl",2741,"GLRA1"
"enflurane","CHEMBL1257","FC(F)OC(F)(F)C(F)Cl",3776,"KCNK2"
"enflurane","CHEMBL1257","FC(F)OC(F)(F)C(F)Cl",3777,"KCNK3"
"enflurane","CHEMBL1257","FC(F)OC(F)(F)C(F)Cl",54207,"KCNK10"
"enflurane","CHEMBL1257","FC(F)OC(F)(F)C(F)Cl",51305,"KCNK9"
"enflurane","CHEMBL1257","FC(F)OC(F)(F)C(F)Cl",338567,"KCNK18"
"enoxaparin sodium","CHEMBL1201685","",462,"SERPINC1"
"enoxolone","CHEMBL230006","[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O",3291,"HSD11B2"
"entacapone","CHEMBL953","CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N",1312,"COMT"
"enzalutamide","CHEMBL1082407","CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC(=C(C=C1)C#N)C(F)(F)F",367,"AR"
"eosin","CHEMBL408917","OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C=CC=C3)C1=CC(Br)=C(O)C(Br)=C1O2",3276,"PRMT1"
"epalrestat","CHEMBL56337","C\C(\C=C1/SC(=S)N(CC(O)=O)C1=O)=C/C1=CC=CC=C1",57016,"AKR1B10"
"epalrestat","CHEMBL56337","C\C(\C=C1/SC(=S)N(CC(O)=O)C1=O)=C/C1=CC=CC=C1",231,"AKR1B1"
"ephedrine","CHEMBL211456","CN[C@@H](C)[C@H](O)C1=CC=CC=C1",154,"ADRB2"
"epinastine","CHEMBL1106","[H]C12CN=C(N)N1C1=C(CC3=C2C=CC=C3)C=CC=C1",3269,"HRH1"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",148,"ADRA1A"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",147,"ADRA1B"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",151,"ADRA2B"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",152,"ADRA2C"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",146,"ADRA1D"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",154,"ADRB2"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",150,"ADRA2A"
