"DrugName","DrugID_ChEMBL","DrugSMILES","TargetID_Entrez","TargetGeneSymbol_Entrez"
"(r)-1-para-nitro-phenyl-2-azido-ethanol","","[H][C@](O)(CN=[N+]=[N-])C1=CC=C(C=C1)[N+]([O-])=O",3965,"LGALS9"
"(r)-3-bromo-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide","CHEMBL296323","C[C@](O)(CBr)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F",367,"AR"
"(r)-bicalutamide","CHEMBL63560","C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F",367,"AR"
"(r)-n-(1-methyl-hexyl)-formamide","","CCCCC[C@H](C)NC=O",126,"ADH1C"
"(r)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide","","[H][C@@](C)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)CN1C=CC2=CC=CC=C12",760,"CA2"
"(r)-n[2-[1-(aminoiminomethyl)-3-piperidinyl]-1-oxoethyl]-4-(phenylethynyl)-l-phenylalanine methylester","CHEMBL419362","[H][C@@](CC1=CC=C(C=C1)C#CC1=CC=CC=C1)(N=C(O)C[C@@]1([H])CCCN(C1)C(N)=N)C(=O)OC",3558,"IL2"
"(r)-propylene glycol","","C[C@@H](O)CO",4069,"LYZ"
"(r)-pyridin-4-yl[4-(2-pyrrolidin-1-ylethoxy)phenyl]methanol","","[H][C@](O)(C1=CC=NC=C1)C1=CC=C(OCCN2CCCC2)C=C1",4048,"LTA4H"
"(r)-rolipram","CHEMBL430893","[H][C@]1(CNC(=O)C1)C1=CC(OC2CCCC2)=C(OC)C=C1",5142,"PDE4B"
"(r)-rolipram","CHEMBL430893","[H][C@]1(CNC(=O)C1)C1=CC(OC2CCCC2)=C(OC)C=C1",5144,"PDE4D"
"(r)-tacrine(10)-hupyridone","","O=C1NC2=C(C=C1)[C@@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12",43,"ACHE"
"(r)-trans-4-(1-aminoethyl)-n-(4-pyridyl) cyclohexanecarboxamide","CHEMBL559147","[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1",6093,"ROCK1"
"(r)-trans-4-(1-aminoethyl)-n-(4-pyridyl) cyclohexanecarboxamide","CHEMBL559147","[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1",5566,"PRKACA"
"(r)-trans-4-(1-aminoethyl)-n-(4-pyridyl) cyclohexanecarboxamide","CHEMBL559147","[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1",5569,"PKIA"
"(r)-trans-4-(1-aminoethyl)-n-(4-pyridyl) cyclohexanecarboxamide","CHEMBL559147","[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1",9475,"ROCK2"
"(r,r)-2,3-butanediol","","C[C@@H](O)[C@H](C)O",7322,"UBE2D2"
"(s)-(+)-2-[4-(fluorobenzyloxy-benzylamino)propionamide]","","[H][C@@](C)(\N=C\C1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O",4129,"MAOB"
"(s)-1-phenyl-1-[4-(9h-purin-6-yl)phenyl]methanamine","","[H][C@](N)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1",5566,"PRKACA"
"(s)-1-phenyl-1-[4-(9h-purin-6-yl)phenyl]methanamine","","[H][C@](N)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1",5569,"PKIA"
"(s)-2-((s)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-n-methyl-3-naphtalen-2-yl-propionamide","CHEMBL446435","[H][C@@](CC1=CC2=CC=CC=C2C=C1)(N1CCC(=O)N(CC2=CC3=CC=CC=C3N=C2)[C@@]([H])(CC(C)C)C1=O)C(O)=NC",3683,"ITGAL"
"(s)-2-[(r)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide","CHEMBL381806","[H][C@](N)(CC(=O)N1CC2=CC=CC=C2C[C@@]1([H])C(N)=O)CC1=CC=CC=C1F",1803,"DPP4"
"(s)-2-amino-3-(1,3,5,7-pentahydro-2,4-dioxo-cyclopenta[e]pyrimidin-1-yl) proionic acid","CHEMBL337577","N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O",2891,"GRIA2"
"(s)-2-chloro-n-(1-(2-(2-hydroxyethylamino)-2-oxoethyl)-2-oxo-1,2,3,4-tetrahydroquinolin-3-yl)-6h-thieno[2,3-b]pyrrole-5-carboxamide","","[H][C@@]1(CC2=C(C=CC=C2)N(CC(=O)NCCO)C1=O)NC(=O)C1=CC2=C(N1)SC(Cl)=C2",5837,"PYGM"
"(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine","CHEMBL406821","[H][C@]1(C)CNCCCN1S(=O)(=O)C1=C2C(C)=CN=CC2=CC=C1",6093,"ROCK1"
"(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine","CHEMBL406821","[H][C@]1(C)CNCCCN1S(=O)(=O)C1=C2C(C)=CN=CC2=CC=C1",5566,"PRKACA"
"(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine","CHEMBL406821","[H][C@]1(C)CNCCCN1S(=O)(=O)C1=C2C(C)=CN=CC2=CC=C1",5569,"PKIA"
"(s)-3-(4-(2-carbazol-9-yl-ethoxy)-phenyl)-2-ethoxy-propionic acid","CHEMBL86658","[H][C@@](CC1=CC=C(OCCN2C3=C(C=CC=C3)C3=C2C=CC=C3)C=C1)(OCC)C(O)=O",5468,"PPARG"
"(s)-5-(4-benzyloxy-phenyl)-4-(7-phenyl-heptanoylamino)-pentanoic acid","CHEMBL1084102","[H][C@](CCC(O)=O)(CC1=CC=C(OCC2=CC=CC=C2)C=C1)N=C(O)CCCCCCC1=CC=CC=C1",5320,"PLA2G2A"
"(s)-ampa","CHEMBL276815","CC1=C(C[C@H](N)C(O)=O)C(O)=NO1",2891,"GRIA2"
"(s)-atpa","","[H][C@](N)(CC1=C(ON=C1[O-])C(C)(C)C)C(O)=O",2891,"GRIA2"
"(s)-blebbistatin","CHEMBL1231358","CC1=CC=C2N=C3N(CC[C@@]3(O)C(=O)C2=C1)C1=CC=CC=C1",79784,"MYH14"
"(s)-des-me-ampa","","N[C@@H](CC1=CONC1=O)C(O)=O",2891,"GRIA2"
"(s)-hmg-coa","","[H][C@](O)(C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC([O-])=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O",3156,"HMGCR"
"(s)-n-(1-(3-chloro-4-fluorophenyl)-2-hydroxyethyl)-4-(4-(3-chlorophenyl)-1h-pyrazol-3-yl)-1h-pyrrole-2-carboxamide","CHEMBL387385","[H][C@](CO)(NC(=O)C1=CC(=CN1)C1=NNC=C1C1=CC=CC(Cl)=C1)C1=CC(Cl)=C(F)C=C1",5594,"MAPK1"
"(s)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide","","[H][C@@](C)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)CN1C=CC2=CC=CC=C12",760,"CA2"
"(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide","","[H][C@]1(CCCN1C(=O)CNC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",2147,"F2"
"(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide","","[H][C@]1(CCCN1C(=O)CNC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",5644,"PRSS1"
"(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide","","[H][C@]1(CCCN1C(=O)COC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",2147,"F2"
"(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide","","[H][C@]1(CCCN1C(=O)COC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",5644,"PRSS1"
"(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide","","[H][C@]1(CCCN1C(=O)CNC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",2147,"F2"
"(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide","","[H][C@]1(CCCN1C(=O)CNC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",5644,"PRSS1"
"(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide","","[H][C@]1(CCCN1C(=O)COC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",2147,"F2"
"(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide","","[H][C@]1(CCCN1C(=O)COC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",5644,"PRSS1"
"(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide","CHEMBL1198138","[H][C@]1(CCCN1C(=O)CCC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",2147,"F2"
"(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide","CHEMBL1198138","[H][C@]1(CCCN1C(=O)CCC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",5644,"PRSS1"
"(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide","CHEMBL1198650","[H][C@]1(CCCN1C(=O)CCC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",2147,"F2"
"(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide","CHEMBL1198650","[H][C@]1(CCCN1C(=O)CCC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N",5644,"PRSS1"
"(S)-nicardipine","","COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1",775,"CACNA1C"
"(S)-nicardipine","","COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1",776,"CACNA1D"
"(S)-nitrendipine","CHEMBL251230","CCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC",775,"CACNA1C"
"(S)-nitrendipine","CHEMBL251230","CCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC",776,"CACNA1D"
"(S)-nitrendipine","CHEMBL251230","CCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC",778,"CACNA1F"
"(S)-nitrendipine","CHEMBL251230","CCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC",3783,"KCNN4"
"(s)-rolipram","CHEMBL325795","[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1",5142,"PDE4B"
"(s)-rolipram","CHEMBL325795","[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1",5144,"PDE4D"
"(s)-tacrine(10)-hupyridone","","O=C1NC2=C(C=C1)[C@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12",43,"ACHE"
"(s)-wiskostatin","CHEMBL411084","[H][C@](O)(CN(C)C)CN1C2=CC=C(Br)C=C2C2=C1C=CC(Br)=C2",7454,"WAS"
"(s,r)-fidarestat","CHEMBL189464","[H][C@]1(C[C@@]2(N=C(O)N=C2O)C2=C(O1)C=CC(F)=C2)C(O)=N",231,"AKR1B1"
"(tert-butyloxycarbonyl)-alanyl-alanyl-amine","","[H][C@@](C)(N=C(O)[C@]([H])(C)N=C(O)OC(C)(C)C)C(O)=N",1990,"CELA1"
"(tert-butyloxycarbonyl)-alanyl-amino ethyl-formamide","","[H][C@](C)(NC=O)NC(=O)[C@]([H])(C)NC(=O)OC(C)(C)C",1990,"CELA1"
"(z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide","","CN1CCN(CC1)C1=C(C\N=N/C(N)=S)C=CC=C1",6285,"S100B"
"(z)-3-benzyl-5-(2-hydroxy-3-nitrobenzylidene)-2-thioxothiazolidin-4-one","","OC1=C(\C=C2/SC(=S)N(CC3=CC=CC=C3)C2=O)C=CC=C1[N+]([O-])=O",9397,"NMT2"
"(z,z)-4-hydroxy-n,n,n-trimethyl-10-oxo-7-[(1-oxo-9-octadecenyl)oxy]-3,5,9-trioxa-4-phosphaheptacos-18-en-1-aminium-4-oxide","","CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC",5306,"PITPNA"
"[(1-{2[(4-carbamimidoyl-phenylamino)-methyl]-1-methyl-1h-benzoimidazol-5-yl}-cyclopropyl)-pyridin-2-yl-methyleneaminooxy]-acetic acid ethyl ester","","CCOC(=O)CO\N=C(\C1=CC=CC=N1)C1(CC1)C1=CC=C2N(C)C(CNC3=CC=C(C=C3)C(N)=N)=NC2=C1",5644,"PRSS1"
"[(1s)-1-(5-chloro-1-benzothien-3-yl)-2-(2-naphthylamino)-2-oxoethyl]phosphonic acid","","[H][C@@](C(=O)NC1=CC=C2C=CC=CC2=C1)(C1=CSC2=C1C=C(Cl)C=C2)P(O)(O)=O",1215,"CMA1"
"[(3,7,11-trimethyl-dodeca-2,6,10-trienyloxycarbamoyl)-methyl]-phosphonic acid","","CC(C)=CCC\C(C)=C\CC\C(C)=C\CONC(=O)CP(O)(O)=O",100529261,"CHURC1-FNTB"
"[(3,7,11-trimethyl-dodeca-2,6,10-trienyloxycarbamoyl)-methyl]-phosphonic acid","","CC(C)=CCC\C(C)=C\CC\C(C)=C\CONC(=O)CP(O)(O)=O",2342,"FNTB"
"[(3,7,11-trimethyl-dodeca-2,6,10-trienyloxycarbamoyl)-methyl]-phosphonic acid","","CC(C)=CCC\C(C)=C\CC\C(C)=C\CONC(=O)CP(O)(O)=O",2339,"FNTA"
"[(3,7,11-trimethyl-dodeca-2,6,10-trienyloxycarbamoyl)-methyl]-phosphonic acid","","CC(C)=CCC\C(C)=C\CC\C(C)=C\CONC(=O)CP(O)(O)=O",3845,"KRAS"
"[(3r)-7-nitro-1,2,3,4-tetrahydroisoquinolin-3-yl]methanol","CHEMBL293700","[H][C@]1(CO)CC2=CC=C(C=C2CN1)[N+]([O-])=O",5409,"PNMT"
"[(4-{4-[4-(difluoro-phosphono-methyl)-phenyl]-butyl}-phenyl)-difluoro-methyl]-phosphonic acid","CHEMBL1161222","OP(O)(=O)C(F)(F)C1=CC=C(CCCCC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)C=C1",5770,"PTPN1"
"[(4r)-4-(3-hydroxyphenyl)-1,6-dimethyl-2-thioxo-1,2,3,4-tetrahydropyrimidin-5-yl](phenyl)methanone","CHEMBL522806","[H][C@@]1(NC(=S)N(C)C(C)=C1C(=O)C1=CC=CC=C1)C1=CC(O)=CC=C1",3832,"KIF11"
"[[1-[n-hydroxy-acetamidyl]-3-methyl-butyl]-carbonyl-leucinyl]-alanine ethyl ester","CHEMBL92608","[H][C@@](C)(NC(=O)[C@]([H])(CC(C)C)NC(=O)[C@]([H])(CC(C)C)CC(=O)NO)C(=O)OCC",4312,"MMP1"
"[[4-(aminomethyl)phenyl]amino]oxo-acetic acid,","CHEMBL426815","NCC1=CC=C(NC(=O)C(O)=O)C=C1",5770,"PTPN1"
"[[cyclohexanesulfonyl-glycyl]-3[pyridin-4-yl-aminomethyl]alanyl]piperidine","","[H][C@](CCNC1=CC=[NH+]C=C1)(NC(=O)CNS(=O)(=O)C1CCCCC1)C(=O)N1CCCCC1",2147,"F2"
"[{2-bromo-4-[(2r)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid","","[H][C@](CC1=CC(Br)=C(C=C1)C(F)(F)P(O)(O)=O)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1",5770,"PTPN1"
"[1-(1-benzyl-3-hydroxy-2-oxo-propylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester","CHEMBL261723","[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)C(=O)CO",8722,"CTSF"
"[1-(1-methyl-4,5-dioxo-pent-2-enylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester","","[H][C@@](C)(NC(=O)[C@@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)\C=C\C(=O)C=O",8722,"CTSF"
"[1-(3-chloro-2-formyl-phenylcarbamoyl)-2-methyl-propyl]-carbamic acid tert-butyl ester","","[H][C@](NC(=O)OC(C)(C)C)(C(C)C)C(=O)NC1=CC=CC(Cl)=C1C=O",1990,"CELA1"
"[1-(4-fluorobenzyl)cyclobutyl]methyl (1s)-1-[oxo(1h-pyrazol-5-ylamino)acetyl]pentylcarbamate","CHEMBL185097","[H][C@@](CCCC)(NC(=O)OCC1(CC2=CC=C(F)C=C2)CCC1)C(=O)C(=O)NC1=CC=NN1",1513,"CTSK"
"[1-(6-{6-[(1-methylethyl)amino]-1h-indazol-1-yl}pyrazin-2-yl)-1h-pyrrol-3-yl]acetic acid","CHEMBL1231683","CC(C)NC1=CC2=C(C=NN2C2=NC(=CN=C2)N2C=CC(CC(O)=O)=C2)C=C1",1459,"CSNK2A2"
"[2-(3-dibenzofuran-4-yl-phenyl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid","CHEMBL411274","OC(CC1=CC(=CC=C1)C1=CC=CC2=C1OC1=C2C=CC=C1)(P(O)(O)=O)P(O)(O)=O",9453,"GGPS1"
"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester","","[H][C@](CC(=O)NC1=NN=C(S)S1)(NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1",4314,"MMP3"
"[2-amino-6-(2,6-difluoro-benzoyl)-imidazo[1,2-a]pyridin-3-yl]-phenyl-methanone","CHEMBL189607","NC1=C(N2C=C(C=CC2=N1)C(=O)C1=C(F)C=CC=C1F)C(=O)C1=CC=CC=C1",1017,"CDK2"
"[2&#39;-hydroxy-3&#39;-(1h-pyrrolo[3,2-c]pyridin-2-yl)-biphenyl-3-ylmethyl]-urea","","NC(=O)NCC1=CC(=CC=C1)C1=C(O)C(=CC=C1)C1=CC2=C(N1)C=CN=C2",2155,"F7"
"[2&#39;-hydroxy-3&#39;-(1h-pyrrolo[3,2-c]pyridin-2-yl)-biphenyl-3-ylmethyl]-urea","","NC(=O)NCC1=CC(=CC=C1)C1=C(O)C(=CC=C1)C1=CC2=C(N1)C=CN=C2",2152,"F3"
"[2(formyl-hydroxy-amino)-ethyl]-phosphonic acid","","ON(CCP(O)(O)=O)C=O",7167,"TPI1"
"[2(r,s)-2-sulfanylheptanoyl]-phe-ala","","[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@@]([H])(S)CCCCC)C(O)=O",4311,"MME"
"[2,4,6-triisopropyl-phenylsulfonyl-l-[3-amidino-phenylalanine]]-piperazine-n&#39;-beta-alanine","CHEMBL212616","[H][C@@](CC1=CC(=CC=C1)C(N)=N)(NS(=O)(=O)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C)C(=O)N1CCN(CC1)C(=O)CCN",5328,"PLAU"
"[3-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-propyl-]-phosphonic acid","CHEMBL149502","CC1=C(CC(N)=O)C2=C(C=CC(OCCCP(O)(O)=O)=C2)N1CC1=CC=CC=C1",5320,"PLA2G2A"
"[3-(1,3,2-dioxaborolan-2-yloxy)propyl]guanidine","","NC(=[NH2+])NCCCOB1OCCO1",5646,"PRSS3"
"[3-(dodecanoylamino)propyl](hydroxy)dimethylammonium","","CCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-]",291,"SLC25A4"
"[3,5-dibromo-4-(4-hydroxy-3-phenethylcarbamoyl-phenoxy)-phenyl]-acetic acid","","OC(O)CC1=CC(Br)=C(OC2=CC(C(O)NCCC3=CC=CC=C3)=C(O)C=C2)C(Br)=C1",7068,"THRB"
"[4-({[5-benzyloxy-1-(3-carbamimidoyl-benzyl)-1h-indole-2-carbonyl]-amino}-methyl)-phenyl]-trimethyl-ammonium","CHEMBL1190476","C[N+](C)(C)C1=CC=C(CNC(=O)C2=CC3=C(C=CC(OCC4=CC=CC=C4)=C3)N2CC2=CC=CC(=C2)C(N)=N)C=C1",5644,"PRSS1"
"[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile","","CNC1=NC(NC2=CC=C(CC#N)C=C2)=NC(NC2=NNC(=C2)C2CC2)=C1",816,"CAMK2B"
"[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile","","N#CCC1=CC=C(NC2=NC3=CC=CC=C3C(NC3=NNC(=C3)C3CC3)=N2)C=C1",6714,"SRC"
"[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}imino)cyclohexa-2,5-dien-1-yl]acetonitrile","","[H]C1(CC#N)C=CC(C=C1)=NC1=NC2=CC=CC=C2C(N=C2NNC(=C2)C2CC2)=N1",9748,"SLK"
"[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}imino)cyclohexa-2,5-dien-1-yl]acetonitrile","","[H]C1(CC#N)C=CC(C=C1)=NC1=NC2=CC=CC=C2C(N=C2NNC(=C2)C2CC2)=N1",817,"CAMK2D"
"[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}imino)cyclohexa-2,5-dien-1-yl]acetonitrile","","[H]C1(CC#N)C=CC(C=C1)=NC1=NC2=CC=CC=C2C(N=C2NNC(=C2)C2CC2)=N1",51765,"STK26"
"[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid","","CC1=CC(NC2=NC(NC3=CC=C(CC(O)=O)C=C3)=NC=C2C(N)=O)=CC=C1",3643,"INSR"
"[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid","","CC1=CC(NC2=NC(NC3=CC=C(CC(O)=O)C=C3)=NC=C2C(N)=O)=CC=C1",5594,"MAPK1"
"[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid","","CC1=CC(NC2=NC(NC3=CC=C(CC(O)=O)C=C3)=NC=C2C(N)=O)=CC=C1",3667,"IRS1"
"[4-(1,3,2-dioxaborolan-2-yloxy)methyl]benzamidine","","NC(=[NH2+])C1=CC=C(COB2OCCO2)C=C1",5646,"PRSS3"
"[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine","CHEMBL298445","CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1",1017,"CDK2"
"[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine","CHEMBL298445","CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1",890,"CCNA2"
"[4-(3-aminomethyl-phenyl)-piperidin-1-yl]-(5-phenethyl- pyridin-3-yl)-methanone","","NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC(CCC2=CC=CC=C2)=CN=C1",64499,"TPSB2"
"[4-(3-aminomethyl-phenyl)-piperidin-1-yl]-(5-phenethyl- pyridin-3-yl)-methanone","","NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC(CCC2=CC=CC=C2)=CN=C1",7177,"TPSAB1"
"[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-acetic acid","","OC(=O)CNS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1",4314,"MMP3"
"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid","CHEMBL549906","OC(=O)CC1=CC=C(C=C1)C1=CNC2=NC=C(C=C12)C1=CC=C2C=CC=CC2=C1",6446,"SGK1"
"[4-(6-chloro-naphthalene-2-sulfonyl)-piperazin-1-yl]-(3,4,5,6-tetrahydro-2h-[1,4&#39;]bipyridinyl-4-yl)-methanone","CHEMBL270527","ClC1=CC=C2C=C(C=CC2=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCN(CC1)C1=CC=NC=C1",5644,"PRSS1"
"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone","CHEMBL570537","CC(C)(C)NC1=NC(N)=C(S1)C(=O)C1=CC=CC=C1",1111,"CHEK1"
"[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid","","OC(=O)CSC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O",231,"AKR1B1"
"[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl](3-{[(2r)-2,3-dihydroxypropyl]oxy}phenyl)methanone","CHEMBL203567","[H][C@](O)(CO)COC1=CC(=CC=C1)C(=O)C1=C(N)N(N=C1)C1=CC=C(F)C=C1",1432,"MAPK14"
"[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl][3-(piperidin-4-yloxy)phenyl]methanone","","NC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)C1=CC(OC2CCNCC2)=CC=C1",1432,"MAPK14"
"[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile","CHEMBL184151","OC1=CC=C(C=C1)C1=CC2=C(O1)C(CC#N)=CC(O)=C2",2099,"ESR1"
"[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile","CHEMBL184151","OC1=CC=C(C=C1)C1=CC2=C(O1)C(CC#N)=CC(O)=C2",2100,"ESR2"
"[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile","CHEMBL184151","OC1=CC=C(C=C1)C1=CC2=C(O1)C(CC#N)=CC(O)=C2",8648,"NCOA1"
"[n-(2,4-diaminopteridin-6-yl)-methyl]-dibenz[b,f]azepine","CHEMBL301769","NC1=NC2=C(N=C(CN3C4=CC=CC=C4C=CC4=CC=CC=C34)C=N2)C(N)=N1",1719,"DHFR"
