"DrugName","DrugID_ChEMBL","DrugSMILES","TargetID_Entrez","TargetGeneSymbol_Entrez"
"dexmethylphenidate","CHEMBL827","[H][C@@]1(CCCCN1)[C@H](C(=O)OC)C1=CC=CC=C1",6530,"SLC6A2"
"dexmethylphenidate","CHEMBL827","[H][C@@]1(CCCCN1)[C@H](C(=O)OC)C1=CC=CC=C1",6531,"SLC6A3"
"dextropropoxyphene","CHEMBL1213351","[H][C@@](C)(CN(C)C)[C@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1",4988,"OPRM1"
"dextrothyroxine","CHEMBL559","N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O",7067,"THRA"
"dextrothyroxine","CHEMBL559","N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O",7068,"THRB"
"dezocine","CHEMBL1685","[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N",4986,"OPRK1"
"dezocine","CHEMBL1685","[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N",4988,"OPRM1"
"diazepam","CHEMBL12","CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1",2561,"GABRB2"
"diazepam","CHEMBL12","CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1",2567,"GABRG3"
"diazepam","CHEMBL12","CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1",2556,"GABRA3"
"diazepam","CHEMBL12","CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1",2558,"GABRA5"
"diazepam","CHEMBL12","CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1",2562,"GABRB3"
"diazepam","CHEMBL12","CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1",2554,"GABRA1"
"diazepam","CHEMBL12","CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1",2555,"GABRA2"
"diazepam","CHEMBL12","CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1",2566,"GABRG2"
"diazoxide","CHEMBL181","CC1=NC2=CC=C(Cl)C=C2S(=O)(=O)N1",3767,"KCNJ11"
"diclofenac","CHEMBL139","OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",5742,"PTGS1"
"diclofenac","CHEMBL139","OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",5743,"PTGS2"
"dicoumarol","CHEMBL1466","OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=CC=CC=C12",79001,"VKORC1"
"dienestrol","CHEMBL1018","C\C=C(\C(=C\C)\C1=CC=C(O)C=C1)/C1=CC=C(O)C=C1",2099,"ESR1"
"diethylpropion","CHEMBL1194666","CCN(CC)C(C)C(=O)C1=CC=CC=C1",6530,"SLC6A2"
"diethylpropion","CHEMBL1194666","CCN(CC)C(C)C(=O)C1=CC=CC=C1",6531,"SLC6A3"
"diethylstilbestrol","CHEMBL411","CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1",2099,"ESR1"
"diflunisal","CHEMBL898","OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1",5742,"PTGS1"
"diflunisal","CHEMBL898","OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1",5743,"PTGS2"
"difluprednate","CHEMBL1201749","[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"digitoxin","CHEMBL254219","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",476,"ATP1A1"
"digoxin","CHEMBL1751","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",476,"ATP1A1"
"dihydroergotamine","CHEMBL1732","[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O",3352,"HTR1D"
"dimenhydrinate","CHEMBL1200406","CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1",3269,"HRH1"
"dimethyl fumarate","CHEMBL589586","COC(=O)\C=C\C(=O)OC",9817,"KEAP1"
"dinoprostone","CHEMBL548","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O",5732,"PTGER2"
"dinoprostone","CHEMBL548","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O",5733,"PTGER3"
"dinoprostone","CHEMBL548","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O",5734,"PTGER4"
"dinoprostone","CHEMBL548","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O",5731,"PTGER1"
"diphenhydramine","CHEMBL657","CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1",3269,"HRH1"
"diphenidol","CHEMBL936","OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1",1128,"CHRM1"
"diphenoxylate","CHEMBL1201294","CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1",4988,"OPRM1"
"diphenylpyraline","CHEMBL1492","CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1",3269,"HRH1"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",8654,"PDE5A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",5141,"PDE4A"
"dipyridamole","CHEMBL932","OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO",10846,"PDE10A"
"disopyramide","CHEMBL517","CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C",6331,"SCN5A"
"disulfiram","CHEMBL964","CCN(CC)C(=S)SSC(=S)N(CC)CC",217,"ALDH2"
"dobutamine","CHEMBL926","CC(CCC1=CC=C(O)C=C1)NCCC1=CC=C(O)C(O)=C1",153,"ADRB1"
"dobutamine","CHEMBL926","CC(CCC1=CC=C(O)C=C1)NCCC1=CC=C(O)C(O)=C1",154,"ADRB2"
"docetaxel","CHEMBL92","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1",81027,"TUBB1"
"dofetilide","CHEMBL473","CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1",3757,"KCNH2"
"dolasetron","CHEMBL2368924","[H][C@]12C[C@@H](C[C@]3([H])CC(C1)C(=O)CN23)OC(=O)C1=CNC2=C1C=CC=C2",3359,"HTR3A"
"domperidone","CHEMBL219916","ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2",1813,"DRD2"
"donepezil","CHEMBL502","COC1=CC2=C(C=C1OC)C(=O)C(CC1CCN(CC3=CC=CC=C3)CC1)C2",43,"ACHE"
"dorzolamide","CHEMBL218490","CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O",760,"CA2"
"dosulepin","CHEMBL108947","CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12",6530,"SLC6A2"
"dosulepin","CHEMBL108947","CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12",6532,"SLC6A4"
"doxapram","CHEMBL1754","CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1",3777,"KCNK3"
"doxapram","CHEMBL1754","CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1",51305,"KCNK9"
"doxazosin","CHEMBL707","[H]C1(COC2=C(O1)C=CC=C2)C(=O)N1CCN(CC1)C1=NC2=CC(OC)=C(OC)C=C2C(N)=N1",148,"ADRA1A"
"doxazosin","CHEMBL707","[H]C1(COC2=C(O1)C=CC=C2)C(=O)N1CCN(CC1)C1=NC2=CC(OC)=C(OC)C=C2C(N)=N1",147,"ADRA1B"
"doxazosin","CHEMBL707","[H]C1(COC2=C(O1)C=CC=C2)C(=O)N1CCN(CC1)C1=NC2=CC(OC)=C(OC)C=C2C(N)=N1",146,"ADRA1D"
"doxepin","CHEMBL101740","CN(C)CCC=C1C2=CC=CC=C2COC2=C1C=CC=C2",3269,"HRH1"
"doxepin","CHEMBL101740","CN(C)CCC=C1C2=CC=CC=C2COC2=C1C=CC=C2",6530,"SLC6A2"
"doxercalciferol","CHEMBL1200810","[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C",7421,"VDR"
"doxorubicin","CHEMBL53463","[H][C@@]1(C[C@H](N)[C@H](O)[C@H](C)O1)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)CO",7153,"TOP2A"
"doxylamine","CHEMBL1004","CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1",3269,"HRH1"
"dronabinol","CHEMBL465","[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21",1269,"CNR2"
"dronabinol","CHEMBL465","[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21",1268,"CNR1"
"droperidol","CHEMBL1108","FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=C1C=CC=C2",1813,"DRD2"
"drospirenone","CHEMBL1509","[H][C@@]12[C@@H]3C[C@@H]3[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H]2C[C@H]2C2=CC(=O)CC[C@]12C",4306,"NR3C2"
"drospirenone","CHEMBL1509","[H][C@@]12[C@@H]3C[C@@H]3[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H]2C[C@H]2C2=CC(=O)CC[C@]12C",5241,"PGR"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",148,"ADRA1A"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",147,"ADRA1B"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",155,"ADRB3"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",151,"ADRA2B"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",152,"ADRA2C"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",146,"ADRA1D"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",153,"ADRB1"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",154,"ADRB2"
"droxidopa","CHEMBL2103827","N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O",150,"ADRA2A"
"dulaglutide","CHEMBL2108027","",2740,"GLP1R"
"duloxetine","CHEMBL1175","CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C1=CC=CS1",6530,"SLC6A2"
"duloxetine","CHEMBL1175","CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C1=CC=CS1",6532,"SLC6A4"
"dupilumab","CHEMBL2108675","",3566,"IL4R"
"dutasteride","CHEMBL1200969","[H][C@@]12CC[C@H](C(=O)NC3=C(C=CC(=C3)C(F)(F)F)C(F)(F)F)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C",6716,"SRD5A2"
"dutasteride","CHEMBL1200969","[H][C@@]12CC[C@H](C(=O)NC3=C(C=CC(=C3)C(F)(F)F)C(F)(F)F)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C",6715,"SRD5A1"
"dyclonine","CHEMBL1200478","CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1",6336,"SCN10A"
"dydrogesterone","CHEMBL1200853","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C",5241,"PGR"
"ecallantide","CHEMBL1201837","[H]N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CC4=CNC5=C4C=CC=C5)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC4=CNC=N4)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](CC4=CC=C(O)C=C4)NC(=O)[C@@H](NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC3=O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N2)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](C)NC1=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O",3818,"KLKB1"
"eculizumab","CHEMBL1201828","",727,"C5"
"edoxaban","CHEMBL1269025","CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=CC=C(Cl)C=N2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1",2159,"F10"
"edrophonium","CHEMBL1104","CC[N+](C)(C)C1=CC=CC(O)=C1",43,"ACHE"
"efalizumab","CHEMBL1201575","",3683,"ITGAL"
"eflornithine","CHEMBL830","NCCCC(N)(C(F)F)C(O)=O",4953,"ODC1"
"eldecalcitol","","[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)[C@@]([H])(OCCCO)[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O",7421,"VDR"
"eletriptan","CHEMBL1510","CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2",3352,"HTR1D"
"eletriptan","CHEMBL1510","CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2",3354,"HTR1E"
"eletriptan","CHEMBL1510","CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2",3355,"HTR1F"
"eletriptan","CHEMBL1510","CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2",3351,"HTR1B"
"eliglustat","CHEMBL2103853","CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1",7357,"UGCG"
"elotuzumab","CHEMBL1743010","",57823,"SLAMF7"
"eltrombopag","CHEMBL461101","CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC(=CC=C2)C(O)=O)=C1O)C1=CC(C)=C(C)C=C1",4352,"MPL"
"eluxadoline","CHEMBL2159122","COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O",4985,"OPRD1"
"eluxadoline","CHEMBL2159122","COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O",4988,"OPRM1"
"emedastine","CHEMBL594","CCOCCN1C(=NC2=C1C=CC=C2)N1CCCN(C)CC1",3269,"HRH1"
"empagliflozin","CHEMBL2107830","OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1",6524,"SLC5A2"
"enalapril","CHEMBL578","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O",1636,"ACE"
"enalaprilat","CHEMBL577","C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O",1636,"ACE"
"enflurane","CHEMBL1257","FC(F)OC(F)(F)C(F)Cl",2741,"GLRA1"
"entacapone","CHEMBL953","CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N",1312,"COMT"
"enzalutamide","CHEMBL1082407","CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC(=C(C=C1)C#N)C(F)(F)F",367,"AR"
"epinastine","CHEMBL1106","[H]C12CN=C(N)N1C1=C(CC3=C2C=CC=C3)C=CC=C1",3269,"HRH1"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",148,"ADRA1A"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",147,"ADRA1B"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",151,"ADRA2B"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",152,"ADRA2C"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",146,"ADRA1D"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",154,"ADRB2"
"epinephrine","CHEMBL679","CNC[C@H](O)C1=CC=C(O)C(O)=C1",150,"ADRA2A"
"eplerenone","CHEMBL1095097","[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC",4306,"NR3C2"
"epoprostenol","CHEMBL962","[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])C\C(O2)=C\CCCC(O)=O",5739,"PTGIR"
"eprosartan","CHEMBL813","CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O",185,"AGTR1"
"eptifibatide","CHEMBL1174","NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC(O)=O)NC(=O)CNC1=O)C(N)=O",3690,"ITGB3"
"ergocalciferol","CHEMBL1536","CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C",7421,"VDR"
"ergotamine","CHEMBL442","[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O",3352,"HTR1D"
"eribulin","CHEMBL1683544","[H][C@@]12CC(=C)[C@]([H])(CC[C@@]3([H])C[C@@H](C)C(=C)[C@@]([H])(C[C@]4([H])O[C@H](C[C@H](O)CN)[C@H](OC)[C@@]4([H])CC(=O)C[C@@]4([H])CC[C@]5([H])O[C@@]6([H])[C@@]7([H])O[C@@]8(C[C@@]7([H])O[C@@]6([H])[C@@]([H])(O8)[C@@]5([H])O4)CC1)O3)O2",81027,"TUBB1"
"erlotinib","CHEMBL553","COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC=CC(=C1)C#C)=NC=N2",1956,"EGFR"
"escitalopram","CHEMBL1508","CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1",6532,"SLC6A4"
"esmolol","CHEMBL768","COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1",153,"ADRB1"
"esomeprazole","CHEMBL1200470","COC1=CC=C2N=C(NC2=C1)[S@@](=O)CC1=C(C)C(OC)=C(C)C=N1",495,"ATP4A"
"estazolam","CHEMBL285674","ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1",2561,"GABRB2"
"estazolam","CHEMBL285674","ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1",2556,"GABRA3"
"estazolam","CHEMBL285674","ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1",2558,"GABRA5"
"estazolam","CHEMBL285674","ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1",2562,"GABRB3"
"estazolam","CHEMBL285674","ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1",2554,"GABRA1"
"estazolam","CHEMBL285674","ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1",2555,"GABRA2"
"estazolam","CHEMBL285674","ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1",2566,"GABRG2"
"estradiol","CHEMBL135","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3",2099,"ESR1"
"estriol","CHEMBL193482","[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3",2099,"ESR1"
"estrone","CHEMBL1405","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3",2099,"ESR1"
"eszopiclone","CHEMBL1522","CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1",2561,"GABRB2"
"eszopiclone","CHEMBL1522","CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1",2567,"GABRG3"
"eszopiclone","CHEMBL1522","CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1",2556,"GABRA3"
"eszopiclone","CHEMBL1522","CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1",2558,"GABRA5"
"eszopiclone","CHEMBL1522","CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1",2554,"GABRA1"
"eszopiclone","CHEMBL1522","CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1",2555,"GABRA2"
"eszopiclone","CHEMBL1522","CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1",2566,"GABRG2"
"eszopiclone","CHEMBL1522","CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1",2557,"GABRA4"
"etanercept","CHEMBL1201572","",7124,"TNF"
"etelcalcetide","CHEMBL3545183","C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O",846,"CASR"
"ethchlorvynol","CHEMBL591","CCC(O)(C=CCl)C#C",2562,"GABRB3"
"ethchlorvynol","CHEMBL591","CCC(O)(C=CCl)C#C",2554,"GABRA1"
"ethchlorvynol","CHEMBL591","CCC(O)(C=CCl)C#C",2566,"GABRG2"
"ethosuximide","CHEMBL696","CCC1(C)CC(=O)NC1=O",8913,"CACNA1G"
"ethotoin","CHEMBL1095","CCN1C(=O)NC(C1=O)C1=CC=CC=C1",6331,"SCN5A"
"ethoxzolamide","CHEMBL18","CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O",759,"CA1"
"ethoxzolamide","CHEMBL18","CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O",760,"CA2"
"ethoxzolamide","CHEMBL18","CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O",762,"CA4"
"ethoxzolamide","CHEMBL18","CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O",766,"CA7"
"etodolac","CHEMBL622","CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O",5743,"PTGS2"
"etomidate","CHEMBL681","CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1",2561,"GABRB2"
"etomidate","CHEMBL681","CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1",2554,"GABRA1"
